"","resultId","raceId","driverId","constructorId","number","grid","position","positionText","positionOrder","points","laps","time","milliseconds","fastestLap","rank","fastestLapTime","statusId","driverRef","number_drivers","code","forename","surname","dob","nationality","driverStandingsId","wins"
"13331",13331,546,178,58,"17",14,"\N","R",15,0,40,"\N","\N","\N","\N","\N",6,"jones","\N","\N","Alan","Jones","1946-11-02","Australian",57840,0
"13332",13332,546,200,1,"2",15,"\N","R",16,0,39,"\N","\N","\N","\N","\N",64,"mass","\N","\N","Jochen","Mass","1946-09-30","German",57827,0
"13333",13333,546,187,34,"7",6,"\N","D",17,0,33,"\N","\N","\N","\N","\N",2,"watson","\N","\N","John","Watson","1946-05-04","British",57822,0
"13334",13334,546,254,58,"16",20,"\N","R",18,0,27,"\N","\N","\N","\N","\N",6,"zorzi","\N","\N","Renzo","Zorzi","1946-12-12","Italian",57832,0
"13335",13335,546,237,37,"9",22,"\N","R",19,0,15,"\N","\N","\N","\N","\N",6,"ribeiro","\N","\N","Alex","Ribeiro","1948-11-07","Brazilian",57823,0
"13336",13336,546,199,6,"12",4,"\N","R",20,0,5,"\N","\N","\N","\N","\N",3,"reutemann","\N","\N","Carlos","Reutemann","1942-04-12","Argentine",57815,1
"13337",13337,546,239,37,"30",21,"\N","R",21,0,4,"\N","\N","\N","\N","\N",3,"lunger","\N","\N","Brett","Lunger","1945-11-14","American",57835,0
"13338",13338,546,230,63,"19",11,"\N","R",22,0,0,"\N","\N","\N","\N","\N",3,"brambilla","\N","\N","Vittorio","Brambilla","1937-11-11","Italian",57819,0
"13339",13339,547,207,32,"5",1,"1","1",1,9,75,"1:42:52.220","6172220","\N","\N","\N",1,"mario_andretti","\N","\N","Mario","Andretti","1940-02-28","American",57845,2
"13340",13340,547,199,6,"12",4,"2","2",2,6,75,"+15.85","6188070","\N","\N","\N",1,"reutemann","\N","\N","Carlos","Reutemann","1942-04-12","Argentine",57843,1
"13341",13341,547,222,59,"20",5,"3","3",3,4,75,"+24.51","6196730","\N","\N","\N",1,"scheckter","\N","\N","Jody","Scheckter","1950-01-29","South African",57841,1
"13342",13342,547,200,1,"2",9,"4","4",4,3,75,"+24.87","6197090","\N","\N","\N",1,"mass","\N","\N","Jochen","Mass","1946-09-30","German",57855,0
"13343",13343,547,255,32,"6",12,"5","5",5,2,75,"+1:05.83","6238050","\N","\N","\N",1,"nilsson","\N","\N","Gunnar","Nilsson","1948-11-20","Swedish",57861,0
"13344",13344,547,233,34,"8",13,"6","6",6,1,74,"\N","\N","\N","\N","\N",11,"stuck","\N","\N","Hans-Joachim","Stuck","1951-01-01","German",57864,0
"13345",13345,547,172,27,"26",2,"7","7",7,0,74,"\N","\N","\N","\N","\N",11,"laffite","\N","\N","Jacques","Laffite","1943-11-21","French",57852,0
"13346",13346,547,238,25,"3",15,"8","8",8,0,74,"\N","\N","\N","\N","\N",11,"peterson","\N","\N","Ronnie","Peterson","1944-02-14","Swedish",57856,0
"13347",13347,547,246,63,"18",20,"9","9",9,0,73,"\N","\N","\N","\N","\N",12,"binder","\N","\N","Hans","Binder","1948-06-12","Austrian",57859,0
"13348",13348,547,239,37,"30",28,"10","10",10,0,72,"\N","\N","\N","\N","\N",13,"lunger","\N","\N","Brett","Lunger","1945-11-14","American",57863,0
"13349",13349,547,251,37,"10",17,"11","11",11,0,72,"\N","\N","\N","\N","\N",13,"ian_scheckter","\N","\N","Ian","Scheckter","1947-08-22","South African",57848,0
"13350",13350,547,258,37,"27",22,"12","12",12,0,71,"\N","\N","\N","\N","\N",14,"neve","\N","\N","Patrick","Nève","1949-10-13","Belgian",57869,0
"13351",13351,547,208,1,"36",23,"13","13",13,0,70,"\N","\N","\N","\N","\N",15,"villota","\N","\N","Emilio","de Villota","1946-07-26","Spanish",57870,0
"13352",13352,547,224,56,"28",19,"14","14",14,0,70,"\N","\N","\N","\N","\N",15,"emerson_fittipaldi","\N","\N","Emerson","Fittipaldi","1946-12-12","Brazilian",57844,0
"13353",13353,547,187,34,"7",6,"\N","R",15,0,64,"\N","\N","\N","\N","\N",69,"watson","\N","\N","John","Watson","1946-05-04","British",57850,0
"13354",13354,547,178,58,"17",14,"\N","R",16,0,56,"\N","\N","\N","\N","\N",3,"jones","\N","\N","Alan","Jones","1946-11-02","Australian",57868,0
"13355",13355,547,211,64,"24",16,"\N","R",17,0,32,"\N","\N","\N","\N","\N",3,"keegan","\N","\N","Rupert","Keegan","1955-02-26","British",57871,0
"13356",13356,547,229,64,"25",10,"\N","R",18,0,29,"\N","\N","\N","\N","\N",21,"ertl","\N","\N","Harald","Ertl","1948-08-31","Austrian",57872,0
"13357",13357,547,254,58,"16",24,"\N","R",19,0,25,"\N","\N","\N","\N","\N",5,"zorzi","\N","\N","Renzo","Zorzi","1946-12-12","Italian",57860,0
"13358",13358,547,232,37,"37",21,"\N","R",20,0,16,"\N","\N","\N","\N","\N",22,"merzario","\N","\N","Arturo","Merzario","1943-03-11","Italian",57873,0
"13359",13359,547,221,25,"4",10,"\N","R",21,0,12,"\N","\N","\N","\N","\N",5,"depailler","\N","\N","Patrick","Depailler","1944-08-09","French",57853,0
"13360",13360,547,231,1,"1",7,"\N","R",22,0,10,"\N","\N","\N","\N","\N",5,"hunt","\N","\N","James","Hunt","1947-08-29","British",57854,0
"13361",13361,547,223,57,"22",8,"\N","R",23,0,9,"\N","\N","\N","\N","\N",3,"regazzoni","\N","\N","Clay","Regazzoni","1939-09-05","Swiss",57846,0
"13362",13362,547,230,63,"19",11,"\N","R",24,0,9,"\N","\N","\N","\N","\N",3,"brambilla","\N","\N","Vittorio","Brambilla","1937-11-11","Italian",57847,0
"13363",13363,547,182,6,"11",3,"\N","R",25,0,0,"\N","\N","\N","\N","\N",73,"lauda","\N","\N","Niki","Lauda","1949-02-22","Austrian",57858,1
"13364",13364,547,197,67,"34",0,"\N","F",26,0,0,"\N","\N","\N","\N","\N",81,"jarier","\N","\N","Jean-Pierre","Jarier","1946-07-10","French",57866,0
"13365",13365,547,237,37,"9",0,"\N","F",27,0,0,"\N","\N","\N","\N","\N",81,"ribeiro","\N","\N","Alex","Ribeiro","1948-11-07","Brazilian",57851,0
"13366",13366,547,257,37,"33",0,"\N","F",28,0,0,"\N","\N","\N","\N","\N",81,"hayje","\N","\N","Boy","Lunger","1949-05-03","Dutch",57865,0
"13367",13367,547,205,37,"38",0,"\N","F",29,0,0,"\N","\N","\N","\N","\N",81,"henton","\N","\N","Brian","Henton","1946-09-19","British",57867,0
"13368",13368,547,259,68,"31",0,"\N","F",30,0,0,"\N","\N","\N","\N","\N",81,"purley","\N","\N","David","Purley","1945-01-26","British",57874,0
"13369",13369,547,260,66,"35",0,"\N","F",31,0,0,"\N","\N","\N","\N","\N",81,"andersson","\N","\N","Conny","Andersson","1939-12-28","Swedish",57875,0
"13370",13370,548,222,59,"20",2,"1","1",1,9,76,"1:57:52.77","7072770","\N","\N","\N",1,"scheckter","\N","\N","Jody","Scheckter","1950-01-29","South African",57876,2
"13371",13371,548,182,6,"11",6,"2","2",2,6,76,"+0.889","7073659","\N","\N","\N",1,"lauda","\N","\N","Niki","Lauda","1949-02-22","Austrian",57893,1
"13372",13372,548,199,6,"12",3,"3","3",3,4,76,"+32.8","7105570","\N","\N","\N",1,"reutemann","\N","\N","Carlos","Reutemann","1942-04-12","Argentine",57878,1
"13373",13373,548,200,1,"2",9,"4","4",4,3,76,"+34.6","7107370","\N","\N","\N",1,"mass","\N","\N","Jochen","Mass","1946-09-30","German",57890,0
"13374",13374,548,207,32,"5",10,"5","5",5,2,76,"+35.55","7108320","\N","\N","\N",1,"mario_andretti","\N","\N","Mario","Andretti","1940-02-28","American",57880,2
"13375",13375,548,178,58,"17",11,"6","6",6,1,76,"+36.61","7109380","\N","\N","\N",1,"jones","\N","\N","Alan","Jones","1946-11-02","Australian",57903,0
"13376",13376,548,172,27,"26",16,"7","7",7,0,76,"+1:04.44","7137210","\N","\N","\N",1,"laffite","\N","\N","Jacques","Laffite","1943-11-21","French",57887,0
"13377",13377,548,230,63,"19",14,"8","8",8,0,76,"+1:08.64","7141410","\N","\N","\N",1,"brambilla","\N","\N","Vittorio","Brambilla","1937-11-11","Italian",57882,0
"13378",13378,548,119,58,"16",15,"9","9",9,0,75,"\N","\N","\N","\N","\N",11,"patrese","\N","\N","Riccardo","Patrese","1954-04-17","Italian",57911,0
"13379",13379,548,235,57,"22",17,"10","10",10,0,75,"\N","\N","\N","\N","\N",11,"ickx","\N","\N","Jacky","Ickx","1945-01-01","Belgian",57912,0
"13380",13380,548,197,67,"34",12,"11","11",11,0,74,"\N","\N","\N","\N","\N",12,"jarier","\N","\N","Jean-Pierre","Jarier","1946-07-10","French",57901,0
"13381",13381,548,211,64,"24",20,"12","12",12,0,73,"\N","\N","\N","\N","\N",13,"keegan","\N","\N","Rupert","Keegan","1955-02-26","British",57906,0
"13382",13382,548,255,32,"6",13,"\N","R",13,0,51,"\N","\N","\N","\N","\N",6,"nilsson","\N","\N","Gunnar","Nilsson","1948-11-20","Swedish",57896,0
"13383",13383,548,187,34,"7",1,"\N","R",14,0,48,"\N","\N","\N","\N","\N",6,"watson","\N","\N","John","Watson","1946-05-04","British",57885,0
"13384",13384,548,221,25,"4",8,"\N","R",15,0,46,"\N","\N","\N","\N","\N",6,"depailler","\N","\N","Patrick","Depailler","1944-08-09","French",57888,0
"13385",13385,548,246,63,"18",19,"\N","R",16,0,41,"\N","\N","\N","\N","\N",69,"binder","\N","\N","Hans","Binder","1948-06-12","Austrian",57894,0
"13386",13386,548,224,56,"28",18,"\N","R",17,0,37,"\N","\N","\N","\N","\N",5,"emerson_fittipaldi","\N","\N","Emerson","Fittipaldi","1946-12-12","Brazilian",57879,0
"13387",13387,548,231,1,"1",7,"\N","R",18,0,25,"\N","\N","\N","\N","\N",5,"hunt","\N","\N","James","Hunt","1947-08-29","British",57889,0
"13388",13388,548,233,34,"8",5,"\N","R",19,0,19,"\N","\N","\N","\N","\N",10,"stuck","\N","\N","Hans-Joachim","Stuck","1951-01-01","German",57899,0
"13389",13389,548,238,25,"3",4,"\N","R",20,0,10,"\N","\N","\N","\N","\N",23,"peterson","\N","\N","Ronnie","Peterson","1944-02-14","Swedish",57891,0
"13390",13390,548,232,37,"37",0,"\N","F",21,0,0,"\N","\N","\N","\N","\N",81,"merzario","\N","\N","Arturo","Merzario","1943-03-11","Italian",57908,0
"13391",13391,548,257,37,"33",0,"\N","F",22,0,0,"\N","\N","\N","\N","\N",81,"hayje","\N","\N","Boy","Lunger","1949-05-03","Dutch",57900,0
"13392",13392,548,229,64,"25",0,"\N","F",23,0,0,"\N","\N","\N","\N","\N",81,"ertl","\N","\N","Harald","Ertl","1948-08-31","Austrian",57907,0
"13393",13393,548,223,57,"22",0,"\N","F",24,0,0,"\N","\N","\N","\N","\N",81,"regazzoni","\N","\N","Clay","Regazzoni","1939-09-05","Swiss",57881,0
"13394",13394,548,237,37,"9",0,"\N","F",25,0,0,"\N","\N","\N","\N","\N",81,"ribeiro","\N","\N","Alex","Ribeiro","1948-11-07","Brazilian",57886,0
"13395",13395,548,251,37,"10",0,"\N","F",26,0,0,"\N","\N","\N","\N","\N",81,"ian_scheckter","\N","\N","Ian","Scheckter","1947-08-22","South African",57883,0
"13396",13396,549,255,32,"6",3,"1","1",1,9,70,"1:55:05.71","6905710","\N","\N","\N",1,"nilsson","\N","\N","Gunnar","Nilsson","1948-11-20","Swedish",57933,1
"13397",13397,549,182,6,"11",11,"2","2",2,6,70,"+14.19","6919900","\N","\N","\N",1,"lauda","\N","\N","Niki","Lauda","1949-02-22","Austrian",57930,1
"13398",13398,549,238,25,"3",8,"3","3",3,4,70,"+19.95","6925660","\N","\N","\N",1,"peterson","\N","\N","Ronnie","Peterson","1944-02-14","Swedish",57928,0
"13399",13399,549,230,63,"19",12,"4","4",4,3,70,"+24.98","6930690","\N","\N","\N",1,"brambilla","\N","\N","Vittorio","Brambilla","1937-11-11","Italian",57919,0
"13400",13400,549,178,58,"17",17,"5","5",5,2,70,"+1:15.47","6981180","\N","\N","\N",1,"jones","\N","\N","Alan","Jones","1946-11-02","Australian",57940,0
"13401",13401,549,233,34,"8",18,"6","6",6,1,69,"\N","\N","\N","\N","\N",11,"stuck","\N","\N","Hans-Joachim","Stuck","1951-01-01","German",57936,0
"13402",13402,549,231,1,"1",9,"7","7",7,0,69,"\N","\N","\N","\N","\N",11,"hunt","\N","\N","James","Hunt","1947-08-29","British",57926,0
"13403",13403,549,221,25,"4",5,"8","8",8,0,69,"\N","\N","\N","\N","\N",11,"depailler","\N","\N","Patrick","Depailler","1944-08-09","French",57925,0
"13404",13404,549,229,64,"25",25,"9","9",9,0,69,"\N","\N","\N","\N","\N",11,"ertl","\N","\N","Harald","Ertl","1948-08-31","Austrian",57944,0
"13405",13405,549,258,37,"27",24,"10","10",10,0,68,"\N","\N","\N","\N","\N",12,"neve","\N","\N","Patrick","Nève","1949-10-13","Belgian",57941,0
"13406",13406,549,197,67,"34",26,"11","11",11,0,68,"\N","\N","\N","\N","\N",12,"jarier","\N","\N","Jean-Pierre","Jarier","1946-07-10","French",57938,0
"13407",13407,549,256,63,"18",23,"12","12",12,0,67,"\N","\N","\N","\N","\N",13,"perkins","\N","\N","Larry","Perkins","1950-03-18","Australian",57934,0
"13408",13408,549,259,68,"31",20,"13","13",13,0,67,"\N","\N","\N","\N","\N",13,"purley","\N","\N","David","Purley","1945-01-26","British",57946,0
"13409",13409,549,232,37,"37",14,"14","14",14,0,65,"\N","\N","\N","\N","\N",15,"merzario","\N","\N","Arturo","Merzario","1943-03-11","Italian",57945,0
"13410",13410,549,257,37,"33",27,"\N","N",15,0,63,"\N","\N","\N","\N","\N",62,"hayje","\N","\N","Boy","Lunger","1949-05-03","Dutch",57937,0
"13411",13411,549,222,59,"20",4,"\N","R",16,0,62,"\N","\N","\N","\N","\N",5,"scheckter","\N","\N","Jody","Scheckter","1950-01-29","South African",57913,2
"13412",13412,549,200,1,"2",6,"\N","R",17,0,39,"\N","\N","\N","\N","\N",3,"mass","\N","\N","Jochen","Mass","1946-09-30","German",57927,0
"13413",13413,549,172,27,"26",10,"\N","R",18,0,32,"\N","\N","\N","\N","\N",5,"laffite","\N","\N","Jacques","Laffite","1943-11-21","French",57924,0
"13414",13414,549,223,57,"22",13,"\N","R",19,0,29,"\N","\N","\N","\N","\N",5,"regazzoni","\N","\N","Clay","Regazzoni","1939-09-05","Swiss",57918,0
"13415",13415,549,199,6,"12",7,"\N","R",20,0,14,"\N","\N","\N","\N","\N",3,"reutemann","\N","\N","Carlos","Reutemann","1942-04-12","Argentine",57915,1
"13416",13416,549,211,64,"24",19,"\N","R",21,0,14,"\N","\N","\N","\N","\N",3,"keegan","\N","\N","Rupert","Keegan","1955-02-26","British",57943,0
"13417",13417,549,119,58,"16",15,"\N","R",22,0,12,"\N","\N","\N","\N","\N",3,"patrese","\N","\N","Riccardo","Patrese","1954-04-17","Italian",57948,0
"13418",13418,549,251,37,"10",21,"\N","R",23,0,8,"\N","\N","\N","\N","\N",3,"ian_scheckter","\N","\N","Ian","Scheckter","1947-08-22","South African",57920,0
"13419",13419,549,224,56,"28",16,"\N","R",24,0,2,"\N","\N","\N","\N","\N",10,"emerson_fittipaldi","\N","\N","Emerson","Fittipaldi","1946-12-12","Brazilian",57916,0
"13420",13420,549,207,32,"5",1,"\N","R",25,0,0,"\N","\N","\N","\N","\N",3,"mario_andretti","\N","\N","Mario","Andretti","1940-02-28","American",57917,2
"13421",13421,549,187,34,"7",2,"\N","R",26,0,0,"\N","\N","\N","\N","\N",3,"watson","\N","\N","John","Watson","1946-05-04","British",57922,0
"13422",13422,549,208,1,"36",0,"\N","F",27,0,0,"\N","\N","\N","\N","\N",81,"villota","\N","\N","Emilio","de Villota","1946-07-26","Spanish",57942,0
"13423",13423,549,237,37,"9",0,"\N","F",28,0,0,"\N","\N","\N","\N","\N",81,"ribeiro","\N","\N","Alex","Ribeiro","1948-11-07","Brazilian",57923,0
"13424",13424,549,260,66,"35",0,"\N","F",29,0,0,"\N","\N","\N","\N","\N",81,"andersson","\N","\N","Conny","Andersson","1939-12-28","Swedish",57947,0
"13425",13425,549,261,37,"38",0,"\N","F",30,0,0,"\N","\N","\N","\N","\N",81,"dryver","\N","\N","Bernard","de Dryver","1952-09-19","Belgian",57950,0
"13426",13426,549,212,64,"39",0,"\N","F",31,0,0,"\N","\N","\N","\N","\N",81,"rebaque","\N","\N","Hector","Rebaque","1956-02-05","Mexican",57951,0
"13427",13427,550,172,27,"26",8,"1","1",1,9,72,"1:46:56.4","6416400","\N","\N","\N",1,"laffite","\N","\N","Jacques","Laffite","1943-11-21","French",57963,1
"13428",13428,550,200,1,"2",9,"2","2",2,6,72,"+8.449","6424849","\N","\N","\N",1,"mass","\N","\N","Jochen","Mass","1946-09-30","German",57966,0
"13429",13429,550,199,6,"12",12,"3","3",3,4,72,"+14.369","6430769","\N","\N","\N",1,"reutemann","\N","\N","Carlos","Reutemann","1942-04-12","Argentine",57954,1
"13430",13430,550,221,25,"4",6,"4","4",4,3,72,"+16.308","6432708","\N","\N","\N",1,"depailler","\N","\N","Patrick","Depailler","1944-08-09","French",57964,0
"13431",13431,550,187,34,"7",2,"5","5",5,2,72,"+18.735","6435135","\N","\N","\N",1,"watson","\N","\N","John","Watson","1946-05-04","British",57961,0
"13432",13432,550,207,32,"5",1,"6","6",6,1,72,"+25.277","6441677","\N","\N","\N",1,"mario_andretti","\N","\N","Mario","Andretti","1940-02-28","American",57956,2
"13433",13433,550,223,57,"22",14,"7","7",7,0,72,"+31.266","6447666","\N","\N","\N",1,"regazzoni","\N","\N","Clay","Regazzoni","1939-09-05","Swiss",57957,0
"13434",13434,550,197,67,"34",17,"8","8",8,0,72,"+1:04.567","6480967","\N","\N","\N",1,"jarier","\N","\N","Jean-Pierre","Jarier","1946-07-10","French",57977,0
"13435",13435,550,262,58,"16",16,"9","9",9,0,72,"+1:22.479","6498879","\N","\N","\N",1,"oliver","\N","\N","Jackie","Oliver","1942-08-14","British",57991,0
"13436",13436,550,233,34,"8",5,"10","10",10,0,71,"\N","\N","\N","\N","\N",11,"stuck","\N","\N","Hans-Joachim","Stuck","1951-01-01","German",57975,0
"13437",13437,550,239,1,"30",22,"11","11",11,0,71,"\N","\N","\N","\N","\N",11,"lunger","\N","\N","Brett","Lunger","1945-11-14","American",57974,0
"13438",13438,550,231,1,"1",3,"12","12",12,0,71,"\N","\N","\N","\N","\N",11,"hunt","\N","\N","James","Hunt","1947-08-29","British",57965,0
"13439",13439,550,211,64,"24",24,"13","13",13,0,71,"\N","\N","\N","\N","\N",11,"keegan","\N","\N","Rupert","Keegan","1955-02-26","British",57982,0
"13440",13440,550,259,68,"31",19,"14","14",14,0,70,"\N","\N","\N","\N","\N",12,"purley","\N","\N","David","Purley","1945-01-26","British",57985,0
"13441",13441,550,258,37,"27",20,"15","15",15,0,69,"\N","\N","\N","\N","\N",13,"neve","\N","\N","Patrick","Nève","1949-10-13","Belgian",57980,0
"13442",13442,550,229,64,"25",23,"16","16",16,0,68,"\N","\N","\N","\N","\N",14,"ertl","\N","\N","Harald","Ertl","1948-08-31","Austrian",57983,0
"13443",13443,550,178,58,"17",11,"17","17",17,0,67,"\N","\N","\N","\N","\N",15,"jones","\N","\N","Alan","Jones","1946-11-02","Australian",57979,0
"13444",13444,550,224,56,"28",18,"18","18",18,0,66,"\N","\N","\N","\N","\N",16,"emerson_fittipaldi","\N","\N","Emerson","Fittipaldi","1946-12-12","Brazilian",57955,0
"13445",13445,550,255,32,"6",7,"19","19",19,0,64,"\N","\N","\N","\N","\N",67,"nilsson","\N","\N","Gunnar","Nilsson","1948-11-20","Swedish",57972,1
"13446",13446,550,251,37,"10",21,"\N","R",20,0,61,"\N","\N","\N","\N","\N",7,"ian_scheckter","\N","\N","Ian","Scheckter","1947-08-22","South African",57959,0
"13447",13447,550,230,63,"19",13,"\N","R",21,0,52,"\N","\N","\N","\N","\N",32,"brambilla","\N","\N","Vittorio","Brambilla","1937-11-11","Italian",57958,0
"13448",13448,550,182,6,"11",15,"\N","R",22,0,47,"\N","\N","\N","\N","\N",64,"lauda","\N","\N","Niki","Lauda","1949-02-22","Austrian",57969,1
"13449",13449,550,222,59,"20",4,"\N","R",23,0,29,"\N","\N","\N","\N","\N",3,"scheckter","\N","\N","Jody","Scheckter","1950-01-29","South African",57952,2
"13450",13450,550,238,25,"3",10,"\N","R",24,0,7,"\N","\N","\N","\N","\N",80,"peterson","\N","\N","Ronnie","Peterson","1944-02-14","Swedish",57967,0
"13451",13451,550,237,37,"9",0,"\N","F",25,0,0,"\N","\N","\N","\N","\N",81,"ribeiro","\N","\N","Alex","Ribeiro","1948-11-07","Brazilian",57962,0
"13452",13452,550,208,1,"36",0,"\N","F",26,0,0,"\N","\N","\N","\N","\N",81,"villota","\N","\N","Emilio","de Villota","1946-07-26","Spanish",57981,0
"13453",13453,550,256,63,"18",0,"\N","F",27,0,0,"\N","\N","\N","\N","\N",81,"perkins","\N","\N","Larry","Perkins","1950-03-18","Australian",57973,0
"13454",13454,550,257,37,"33",0,"\N","F",28,0,0,"\N","\N","\N","\N","\N",81,"hayje","\N","\N","Boy","Lunger","1949-05-03","Dutch",57976,0
"13455",13455,550,212,64,"39",0,"\N","F",29,0,0,"\N","\N","\N","\N","\N",81,"rebaque","\N","\N","Hector","Rebaque","1956-02-05","Mexican",57990,0
"13456",13456,550,260,66,"35",0,"\N","F",30,0,0,"\N","\N","\N","\N","\N",81,"andersson","\N","\N","Conny","Andersson","1939-12-28","Swedish",57986,0
"13457",13457,550,263,37,"32",0,"\N","F",31,0,0,"\N","\N","\N","\N","\N",81,"kozarowitzky","\N","\N","Mikko","Kozarowitzky","1948-05-17","Finnish",57992,0
"13458",13458,551,207,32,"5",1,"1","1",1,9,80,"1:39:40.13","5980130","\N","\N","\N",1,"mario_andretti","\N","\N","Mario","Andretti","1940-02-28","American",57997,3
"13459",13459,551,187,34,"7",4,"2","2",2,6,80,"+1.55","5981680","\N","\N","\N",1,"watson","\N","\N","John","Watson","1946-05-04","British",58002,0
"13460",13460,551,231,1,"1",2,"3","3",3,4,80,"+33.87","6014000","\N","\N","\N",1,"hunt","\N","\N","James","Hunt","1947-08-29","British",58006,0
"13461",13461,551,255,32,"6",3,"4","4",4,3,80,"+1:11.08","6051210","\N","\N","\N",1,"nilsson","\N","\N","Gunnar","Nilsson","1948-11-20","Swedish",58013,1
"13462",13462,551,182,6,"11",9,"5","5",5,2,80,"+1:14.15","6054280","\N","\N","\N",1,"lauda","\N","\N","Niki","Lauda","1949-02-22","Austrian",58010,1
"13463",13463,551,199,6,"12",6,"6","6",6,1,79,"\N","\N","\N","\N","\N",11,"reutemann","\N","\N","Carlos","Reutemann","1942-04-12","Argentine",57995,1
"13464",13464,551,223,57,"22",16,"7","7",7,0,79,"\N","\N","\N","\N","\N",11,"regazzoni","\N","\N","Clay","Regazzoni","1939-09-05","Swiss",57998,0
"13465",13465,551,172,27,"26",5,"8","8",8,0,78,"\N","\N","\N","\N","\N",12,"laffite","\N","\N","Jacques","Laffite","1943-11-21","French",58004,1
"13466",13466,551,200,1,"2",7,"9","9",9,0,78,"\N","\N","\N","\N","\N",12,"mass","\N","\N","Jochen","Mass","1946-09-30","German",58007,0
"13467",13467,551,211,64,"24",14,"10","10",10,0,78,"\N","\N","\N","\N","\N",12,"keegan","\N","\N","Rupert","Keegan","1955-02-26","British",58023,0
"13468",13468,551,224,56,"28",22,"11","11",11,0,77,"\N","\N","\N","\N","\N",13,"emerson_fittipaldi","\N","\N","Emerson","Fittipaldi","1946-12-12","Brazilian",57996,0
"13469",13469,551,238,25,"3",17,"12","12",12,0,77,"\N","\N","\N","\N","\N",13,"peterson","\N","\N","Ronnie","Peterson","1944-02-14","Swedish",58008,0
"13470",13470,551,230,63,"19",11,"13","13",13,0,77,"\N","\N","\N","\N","\N",13,"brambilla","\N","\N","Vittorio","Brambilla","1937-11-11","Italian",57999,0
"13471",13471,551,251,37,"10",20,"\N","N",14,0,69,"\N","\N","\N","\N","\N",62,"ian_scheckter","\N","\N","Ian","Scheckter","1947-08-22","South African",58000,0
"13472",13472,551,222,59,"20",8,"\N","R",15,0,66,"\N","\N","\N","\N","\N",3,"scheckter","\N","\N","Jody","Scheckter","1950-01-29","South African",57993,2
